fold,feature,importance
3,ChemEnv_max_S:1,5.694609589232952e-06
3,ChemEnv_max_L:2,4.078050341866014e-06
3,ChemEnv_max_A:2,6.092516981480555e-06
3,ChemEnv_max_TL:3,0.001183173746511911
3,ChemEnv_max_TY:3,0.000973681964392119
3,ChemEnv_max_TS:3,1.6500595607670742e-05
3,ChemEnv_max_T:4,1.0971556867938931e-05
3,ChemEnv_max_S:4,0.00022375186984202478
3,ChemEnv_max_SY:4,4.350842662296665e-06
3,ChemEnv_max_SS:4,0.0
3,ChemEnv_max_PP:5,0.0
3,ChemEnv_max_S:5,0.0067165277741279466
3,ChemEnv_max_T:5,0.0007211588177979428
3,ChemEnv_max_O:6,0.0007258469114592016
3,ChemEnv_max_T:6,0.00018332516764901064
3,ChemEnv_max_PP:6,0.0
3,ChemEnv_max_PB:7,0.0
3,ChemEnv_max_ST:7,0.0
3,ChemEnv_max_ET:7,0.0
3,ChemEnv_max_FO:7,0.0
3,ChemEnv_max_C:8,0.0002147233246700645
3,ChemEnv_max_SA:8,1.275758151302151e-05
3,ChemEnv_max_SBT:8,0.0
3,ChemEnv_max_TBT:8,0.0
3,ChemEnv_max_DD:8,7.15938665379185e-05
3,ChemEnv_max_DDPN:8,4.6523505216313746e-05
3,ChemEnv_max_HB:8,0.011917952319727181
3,ChemEnv_max_BO_1:8,0.00016783200098914244
3,ChemEnv_max_BO_2:8,0.0
3,ChemEnv_max_BO_3:8,0.0011923481243856675
3,ChemEnv_max_TC:9,0.0
3,ChemEnv_max_TT_1:9,1.3761406596610961e-06
3,ChemEnv_max_TT_2:9,0.0
3,ChemEnv_max_TT_3:9,3.99499739781132e-06
3,ChemEnv_max_TI:9,8.285318086289441e-07
3,ChemEnv_max_SMA:9,0.0
3,ChemEnv_max_SS:9,6.818660323056436e-05
3,ChemEnv_max_TO_1:9,4.117998720501047e-06
3,ChemEnv_max_TO_2:9,0.0
3,ChemEnv_max_TO_3:9,0.0
3,ChemEnv_max_PP:10,0.0
3,ChemEnv_max_PA:10,0.0011471377702107059
3,ChemEnv_max_SBSA:10,0.0
3,ChemEnv_max_MI:10,0.00902220633750688
3,ChemEnv_max_BS_1:10,0.00017661379915196137
3,ChemEnv_max_BS_2:10,8.285899358053364e-05
3,ChemEnv_max_TBSA:10,0.0
3,ChemEnv_max_PCPA:11,0.0
3,ChemEnv_max_H:11,0.0
3,ChemEnv_max_DI:11,2.339932769828405e-06
3,ChemEnv_max_I:12,5.498941713784782e-05
3,ChemEnv_max_PBP:12,0.0
3,ChemEnv_max_TT:12,0.0004640697475243672
3,ChemEnv_max_C:12,0.0009252812179718555
3,ChemEnv_max_AC:12,0.0029874018897965617
3,ChemEnv_max_HP:12,0.0
3,ChemEnv_max_HA:12,0.0
4,0-norm,0.0
4,2-norm,1.2727282249129537e-06
4,3-norm,2.778192342789432e-06
4,5-norm,7.532533664143261e-05
4,7-norm,0.002165474129970143
4,10-norm,0.0
4,Cu,0.0006573205203985335
4,Pt,0.00018445678040670792
4,MagpieData minimum Number,0.0
4,MagpieData maximum Number,0.0
4,MagpieData range Number,0.0
4,MagpieData mean Number,4.061951994001237e-05
4,MagpieData avg_dev Number,1.9259036724139567e-06
4,MagpieData mode Number,6.44770193222043e-08
4,MagpieData minimum MendeleevNumber,0.0
4,MagpieData maximum MendeleevNumber,0.0
4,MagpieData range MendeleevNumber,2.624296356336031e-07
4,MagpieData mean MendeleevNumber,2.2734272486623068e-05
4,MagpieData avg_dev MendeleevNumber,4.792613761638028e-06
4,MagpieData mode MendeleevNumber,1.9900843850225417e-09
4,MagpieData minimum AtomicWeight,2.9571277316916854e-08
4,MagpieData maximum AtomicWeight,0.0
4,MagpieData range AtomicWeight,0.0
4,MagpieData mean AtomicWeight,1.2714999422341549e-05
4,MagpieData avg_dev AtomicWeight,0.00011009501872719343
4,MagpieData mode AtomicWeight,0.0
4,MagpieData minimum MeltingT,9.32807373663543e-07
4,MagpieData maximum MeltingT,7.92377972437739e-09
4,MagpieData range MeltingT,0.0
4,MagpieData mean MeltingT,1.7620008270395085e-05
4,MagpieData avg_dev MeltingT,1.908940740831142e-06
4,MagpieData mode MeltingT,0.0
4,MagpieData minimum Column,3.037094764667019e-07
4,MagpieData maximum Column,0.0
4,MagpieData range Column,0.0
4,MagpieData mean Column,0.0002065058395761409
4,MagpieData avg_dev Column,3.8457292564227314e-09
4,MagpieData mode Column,8.057318191540096e-07
4,MagpieData minimum Row,1.6653590929973626e-07
4,MagpieData maximum Row,0.0
4,MagpieData range Row,0.0
4,MagpieData mean Row,0.0004168855659164135
4,MagpieData avg_dev Row,0.0
4,MagpieData mode Row,9.508517708359046e-06
4,MagpieData minimum CovalentRadius,0.0
4,MagpieData maximum CovalentRadius,3.078840967868502e-06
4,MagpieData range CovalentRadius,1.5013812762224103e-06
4,MagpieData mean CovalentRadius,0.00032905774169798385
4,MagpieData avg_dev CovalentRadius,0.0
4,MagpieData mode CovalentRadius,1.495546386529876e-06
4,MagpieData minimum Electronegativity,0.0
4,MagpieData maximum Electronegativity,0.0
4,MagpieData range Electronegativity,0.0
4,MagpieData mean Electronegativity,2.864543511988375e-05
4,MagpieData avg_dev Electronegativity,2.14406062738328e-06
4,MagpieData mode Electronegativity,1.0530619543845031e-05
4,MagpieData minimum NdValence,0.0
4,MagpieData maximum NdValence,0.0
4,MagpieData range NdValence,0.0
4,MagpieData mean NdValence,1.671261261793651e-05
4,MagpieData avg_dev NdValence,0.0
4,MagpieData mode NdValence,0.0
4,MagpieData minimum NfValence,0.0
4,MagpieData maximum NfValence,1.985111724024384e-07
4,MagpieData range NfValence,0.0
4,MagpieData mean NfValence,0.00012884775700203196
4,MagpieData avg_dev NfValence,0.0006220585691964718
4,MagpieData mode NfValence,0.0
4,MagpieData minimum NValence,0.0
4,MagpieData maximum NValence,0.0
4,MagpieData range NValence,0.0
4,MagpieData mean NValence,9.820027724616797e-05
4,MagpieData avg_dev NValence,0.0
4,MagpieData mode NValence,1.258111195654497e-07
4,MagpieData minimum NdUnfilled,0.0
4,MagpieData maximum NdUnfilled,0.0
4,MagpieData range NdUnfilled,7.614015648390707e-07
4,MagpieData mean NdUnfilled,0.00029733368381170956
4,MagpieData avg_dev NdUnfilled,0.00035254663268618
4,MagpieData mode NdUnfilled,0.0
4,MagpieData minimum NUnfilled,0.0
4,MagpieData maximum NUnfilled,0.0
4,MagpieData range NUnfilled,1.8696777146033215e-07
4,MagpieData mean NUnfilled,3.588072936164565e-05
4,MagpieData avg_dev NUnfilled,0.0
4,MagpieData mode NUnfilled,0.0
4,MagpieData minimum GSvolume_pa,0.0
4,MagpieData maximum GSvolume_pa,5.253900561483143e-08
4,MagpieData range GSvolume_pa,0.0
4,MagpieData mean GSvolume_pa,3.6022641448806426e-05
4,MagpieData avg_dev GSvolume_pa,0.0
4,MagpieData mode GSvolume_pa,1.2683201138041377e-07
4,avg d valence electrons,0.00014871298070320924
4,avg f valence electrons,0.00012996300330711397
4,frac s valence electrons,1.5000083530201496e-05
4,frac d valence electrons,3.8086815452261516e-05
4,frac f valence electrons,2.706684595025975e-05
4,density,0.7245146192300204
4,vpa,0.06148939089763459
4,packing fraction,0.04981456458399091
4,spacegroup_num,0.0006249353360823957
4,crystal_system_int,2.7766532890589828e-05
4,is_centrosymmetric,0.0
4,n_symmetry_ops,3.795749656722512e-05
4,ChemEnv_mean_S:1,0.00043521938145927035
4,ChemEnv_mean_L:2,9.090078124944039e-06
4,ChemEnv_mean_A:2,6.404579962875933e-05
4,ChemEnv_mean_TL:3,0.00023173209790557295
4,ChemEnv_mean_TY:3,0.0008316796908410185
4,ChemEnv_mean_TS:3,1.47566127005407e-06
4,ChemEnv_mean_T:4,0.0
4,ChemEnv_mean_S:4,2.8098414232786535e-05
4,ChemEnv_mean_SY:4,0.00022544260085893172
4,ChemEnv_mean_SS:4,6.707185762624705e-06
4,ChemEnv_mean_PP:5,0.0
4,ChemEnv_mean_S:5,0.011407387827734067
4,ChemEnv_mean_T:5,0.0009359082711984991
4,ChemEnv_mean_O:6,7.312179794791276e-05
4,ChemEnv_mean_T:6,0.0
4,ChemEnv_mean_PP:6,0.0
4,ChemEnv_mean_PB:7,2.964145757125388e-05
4,ChemEnv_mean_ST:7,5.443776709315913e-09
4,ChemEnv_mean_ET:7,0.0
4,ChemEnv_mean_FO:7,0.0
4,ChemEnv_mean_C:8,0.00010567572211349076
4,ChemEnv_mean_SA:8,0.0
4,ChemEnv_mean_SBT:8,0.0027378736358435797
4,ChemEnv_mean_TBT:8,0.0
4,ChemEnv_mean_DD:8,0.0017971979142795977
4,ChemEnv_mean_DDPN:8,1.6276784911448455e-07
4,ChemEnv_mean_HB:8,0.008195165954297265
4,ChemEnv_mean_BO_1:8,3.9514188629698404e-05
4,ChemEnv_mean_BO_2:8,0.0
4,ChemEnv_mean_BO_3:8,0.0
4,ChemEnv_mean_TC:9,0.0
4,ChemEnv_mean_TT_1:9,1.3747510280308021e-05
4,ChemEnv_mean_TT_2:9,0.0001321845111439998
4,ChemEnv_mean_TT_3:9,0.0
4,ChemEnv_mean_TI:9,2.6613031220925788e-08
4,ChemEnv_mean_SMA:9,9.811215812303668e-06
4,ChemEnv_mean_SS:9,0.0
4,ChemEnv_mean_TO_1:9,3.003553017052703e-05
4,ChemEnv_mean_TO_2:9,1.3694849269636371e-05
4,ChemEnv_mean_TO_3:9,0.0
4,ChemEnv_mean_PP:10,0.0
4,ChemEnv_mean_PA:10,0.0
4,ChemEnv_mean_SBSA:10,0.0
4,ChemEnv_mean_MI:10,0.010389918564691845
4,ChemEnv_mean_BS_1:10,0.0001479850562856878
4,ChemEnv_mean_BS_2:10,4.349491277588959e-05
4,ChemEnv_mean_TBSA:10,0.0
4,ChemEnv_mean_PCPA:11,0.0
4,ChemEnv_mean_H:11,8.731792894802896e-05
4,ChemEnv_mean_DI:11,3.451133365665199e-05
4,ChemEnv_mean_I:12,0.002033958730605273
4,ChemEnv_mean_PBP:12,0.0
4,ChemEnv_mean_TT:12,0.001124796901140579
4,ChemEnv_mean_C:12,0.003418950644501337
4,ChemEnv_mean_AC:12,0.01469525696383372
4,ChemEnv_mean_HP:12,0.0
4,ChemEnv_mean_HA:12,0.0
4,ChemEnv_std_S:1,2.3585921053885673e-05
4,ChemEnv_std_L:2,3.4749596468665924e-05
4,ChemEnv_std_A:2,4.0190892062833914e-05
4,ChemEnv_std_TL:3,2.3313939762277577e-05
4,ChemEnv_std_TY:3,0.00041651165203389573
4,ChemEnv_std_TS:3,5.8754032459428564e-06
4,ChemEnv_std_T:4,0.0
4,ChemEnv_std_S:4,9.478862905651313e-05
4,ChemEnv_std_SY:4,0.0
4,ChemEnv_std_SS:4,0.0
4,ChemEnv_std_PP:5,0.0
4,ChemEnv_std_S:5,0.00567570583435363
4,ChemEnv_std_T:5,0.00038908657484428726
4,ChemEnv_std_O:6,1.7985283686378774e-06
4,ChemEnv_std_T:6,0.0
4,ChemEnv_std_PP:6,0.0
4,ChemEnv_std_PB:7,1.591423302023753e-06
4,ChemEnv_std_ST:7,0.0
4,ChemEnv_std_ET:7,0.0
4,ChemEnv_std_FO:7,3.2623023506755667e-06
4,ChemEnv_std_C:8,2.335905842071084e-05
4,ChemEnv_std_SA:8,1.6640099895810693e-08
4,ChemEnv_std_SBT:8,3.5661418426312653e-06
4,ChemEnv_std_TBT:8,0.0
4,ChemEnv_std_DD:8,0.0
4,ChemEnv_std_DDPN:8,0.0
4,ChemEnv_std_HB:8,0.0011515941094632435
4,ChemEnv_std_BO_1:8,0.0003616901227492124
4,ChemEnv_std_BO_2:8,0.0
4,ChemEnv_std_BO_3:8,0.009239860251013365
4,ChemEnv_std_TC:9,0.0
4,ChemEnv_std_TT_1:9,0.0
4,ChemEnv_std_TT_2:9,0.00016756786123206524
4,ChemEnv_std_TT_3:9,0.0
4,ChemEnv_std_TI:9,0.0
4,ChemEnv_std_SMA:9,7.263827305650321e-06
4,ChemEnv_std_SS:9,5.561165655033764e-05
4,ChemEnv_std_TO_1:9,0.0
4,ChemEnv_std_TO_2:9,0.0
4,ChemEnv_std_TO_3:9,0.0
4,ChemEnv_std_PP:10,0.0
4,ChemEnv_std_PA:10,2.043999872104468e-05
4,ChemEnv_std_SBSA:10,0.0
4,ChemEnv_std_MI:10,0.0032816774597224287
4,ChemEnv_std_BS_1:10,0.00020264885187631462
4,ChemEnv_std_BS_2:10,0.00011251187949345148
4,ChemEnv_std_TBSA:10,0.0
4,ChemEnv_std_PCPA:11,0.0
4,ChemEnv_std_H:11,3.138092143782734e-05
4,ChemEnv_std_DI:11,0.0004623010619631765
4,ChemEnv_std_I:12,0.00032977227279028953
4,ChemEnv_std_PBP:12,6.864866715030863e-05
4,ChemEnv_std_TT:12,0.00030389317682134946
4,ChemEnv_std_C:12,0.0003260956525492573
4,ChemEnv_std_AC:12,0.0026439067563418647
4,ChemEnv_std_HP:12,0.0
4,ChemEnv_std_HA:12,0.0
4,ChemEnv_min_S:1,9.136769182035092e-05
4,ChemEnv_min_L:2,3.38969325133681e-06
4,ChemEnv_min_A:2,5.141855269374029e-06
4,ChemEnv_min_TL:3,0.00017647247542127296
4,ChemEnv_min_TY:3,0.00047714337740655395
4,ChemEnv_min_T:4,0.0
4,ChemEnv_min_S:4,0.0
4,ChemEnv_min_SY:4,0.00016918507445858806
4,ChemEnv_min_SS:4,0.0
4,ChemEnv_min_S:5,0.00011820215442173597
4,ChemEnv_min_T:5,5.146110454670588e-05
4,ChemEnv_min_O:6,0.0
4,ChemEnv_min_T:6,0.0
4,ChemEnv_min_PB:7,3.044788095500586e-05
4,ChemEnv_min_ST:7,0.0
4,ChemEnv_min_FO:7,4.873777503745391e-05
4,ChemEnv_min_C:8,0.00016479308652928704
4,ChemEnv_min_HB:8,0.0
4,ChemEnv_min_BO_1:8,6.918591523386288e-05
4,ChemEnv_min_BO_2:8,5.091269415022349e-05
4,ChemEnv_min_TT_2:9,0.0
4,ChemEnv_min_SS:9,0.0
4,ChemEnv_min_TO_2:9,0.0
4,ChemEnv_min_PA:10,9.29942711579207e-07
4,ChemEnv_min_BS_1:10,0.0
4,ChemEnv_min_BS_2:10,0.0
4,ChemEnv_min_I:12,7.20671363625446e-05
4,ChemEnv_min_C:12,0.04326911204075951
4,ChemEnv_min_AC:12,2.5317698768855677e-05
4,ChemEnv_max_S:1,7.028123556442523e-08
4,ChemEnv_max_L:2,4.263697780500391e-07
4,ChemEnv_max_A:2,3.0373195952246036e-05
4,ChemEnv_max_TL:3,0.002629745337877957
4,ChemEnv_max_TY:3,0.002580397863171931
4,ChemEnv_max_TS:3,0.0
4,ChemEnv_max_T:4,0.0
4,ChemEnv_max_S:4,0.00030571552274553867
4,ChemEnv_max_SY:4,6.623433643815891e-05
4,ChemEnv_max_SS:4,1.9235357274725664e-05
4,ChemEnv_max_PP:5,0.0
4,ChemEnv_max_S:5,0.0024084550647072885
4,ChemEnv_max_T:5,0.0003796991476883684
4,ChemEnv_max_O:6,1.3003730622845929e-06
4,ChemEnv_max_T:6,0.0014647582929987715
4,ChemEnv_max_PP:6,0.0
4,ChemEnv_max_PB:7,4.1363272958480156e-05
4,ChemEnv_max_ST:7,0.0017476538692798253
4,ChemEnv_max_ET:7,0.0
4,ChemEnv_max_FO:7,5.384907714165217e-06
4,ChemEnv_max_C:8,7.110859138619144e-05
4,ChemEnv_max_SA:8,0.0
4,ChemEnv_max_SBT:8,7.925440028762592e-10
4,ChemEnv_max_TBT:8,0.0
4,ChemEnv_max_DD:8,2.80990427609371e-05
4,ChemEnv_max_DDPN:8,0.0031203449182604934
4,ChemEnv_max_HB:8,0.0014757571498446758
4,ChemEnv_max_BO_1:8,0.00011043663925520128
4,ChemEnv_max_BO_2:8,0.0
4,ChemEnv_max_BO_3:8,5.967704232241944e-05
4,ChemEnv_max_TC:9,0.0
4,ChemEnv_max_TT_1:9,9.405101495346852e-06
4,ChemEnv_max_TT_2:9,0.00018752101511719548
4,ChemEnv_max_TT_3:9,1.196281239412806e-05
4,ChemEnv_max_TI:9,0.0
4,ChemEnv_max_SMA:9,2.6208260187754473e-05
4,ChemEnv_max_SS:9,0.00010211201410866019
4,ChemEnv_max_TO_1:9,0.0
4,ChemEnv_max_TO_2:9,5.414579560829643e-05
4,ChemEnv_max_TO_3:9,5.150674638312214e-06
4,ChemEnv_max_PP:10,0.0
4,ChemEnv_max_PA:10,0.0
4,ChemEnv_max_SBSA:10,2.169022474600305e-05
4,ChemEnv_max_MI:10,0.0045385756983797034
4,ChemEnv_max_BS_1:10,9.750817336128795e-05
4,ChemEnv_max_BS_2:10,9.465095049768183e-05
4,ChemEnv_max_TBSA:10,0.0
4,ChemEnv_max_PCPA:11,0.0
4,ChemEnv_max_H:11,1.8867785756138744e-05
4,ChemEnv_max_DI:11,0.0
4,ChemEnv_max_I:12,0.00072975072001231
4,ChemEnv_max_PBP:12,0.0
4,ChemEnv_max_TT:12,0.0008860231817979642
4,ChemEnv_max_C:12,0.00020038726926380787
4,ChemEnv_max_AC:12,0.004042740826277888
4,ChemEnv_max_HP:12,0.0
4,ChemEnv_max_HA:12,0.0
5,10-norm,0.0032010602446739533
5,Cu,0.0007323513975811155
5,Pt,0.00014896778894687705
5,MagpieData mean Number,0.0014155833317021655
5,MagpieData mean MendeleevNumber,0.0003900196143018774
5,MagpieData mean AtomicWeight,0.00039915801868548094
5,MagpieData mean MeltingT,0.0002833574199724573
5,MagpieData mean Column,0.00018221473324779523
5,MagpieData mean Row,0.0013033034630062128
5,MagpieData mean CovalentRadius,0.00033884404031905293
5,MagpieData mean Electronegativity,0.00040681630961074866
5,MagpieData mean NdValence,0.0002653528480331023
5,MagpieData mean NfValence,5.021990206804964e-05
5,MagpieData mean NValence,6.412761100039164e-05
5,MagpieData mean NdUnfilled,0.0003137151783693377
5,MagpieData mean NUnfilled,9.074580123501701e-05
5,MagpieData mean GSvolume_pa,0.00020143134673816294
5,avg d valence electrons,0.00012288354989639132
5,avg f valence electrons,0.00020947918153624824
5,frac s valence electrons,0.0006317258011744729
5,frac d valence electrons,0.00021617510591727192
5,frac f valence electrons,6.113559016020624e-05
5,density,0.858270949419746
5,vpa,0.07938272703448825
5,packing fraction,0.051317655267589544
